Date,Description,Status,Major Rd,Minor Rd,Inconclusive,Cords,Map,Fatal Crash,Fatal Persons,Twp,CVT,Distracted,Driveway Related,Intersection Related,Road side Fixed object,"Human (speeding, Seatbelt, Helmet, Drwosy, imparied, distracted)",Work Zone?,Animal Related?,Left of Center,Alcohol_Drugs,Medical,Gravel,Wet/Snow/Ice,Teen,Pedestrian_Bike,Motorcycle/ATV/Snowmobile,Elderly
5/15/2022,A motorcyclist was westbound on Pontiac Trail and was struck by an eastbound motorist turning left onto northbound Beck Road.  The motorcyclist was killed.  ,,Pontiac Trail,Beck Rd,,,,1,1,Wixom,,,,1,,,,,,,,,,,,1,
5/15/2022,A motorist was traveling southwest on Lake Angelus Road approximately 150” northeast of Heatherstone Drive at a speed too fast for roadway conditions and lost control of the vehicle.  The vehicle struck a tree.  The motorist was killed,New,Lake Angelus,Heaterhstone,,,,1,1,Waterford,,,,,1,1,,,1,,,,,1,,,
6/21/2022,"An unhelmeted motorcyclist was northbound on Dixie Highway approximately 1,320 feet north of Gail Drive when they lost control of the motorcycle existed to the left of the roadway.  The motorcyclist was killed.  ",,Dixie Hwy,Gail Drive,,,,1,1,????,,,,,1,,,,1,,,,,,,1,
6/24/2022,An unhelmeted motorcyclist was traveling southbound on Dixie Highway and was struck by a northbound motorist turning left onto Hutchinson Road.  The motorcyclist was killed.  ,,Dixie Hwy,Hutchinson Road,,,,1,1,Springfield,,,,,,,,,,,,,,,,1,1
7/10/2022,An unhelmeted motorcyclist was traveling southbound on Clarkston Road just north of Newport Drive when the left the roadway to the right when entering a curve.  The motorcyclist was killed.  ,,Clarkston Rd,Newport Drive,,,,1,1,Independence,,,,,,1,,,,,,,,,,1,
8/30/2022,A motorist was northbound on Adams Road was turning left onto westbound Auburn Road.  The northbound motorist turned in front of a southbound motorist.  The northbound motorist was killed.  ,,Adams Rd,Auburn Rd,,,,1,1,Avon,Rochester Hills,,,1,,,,,,,,,,,,,1
9/7/2022,A pedestrian was walking eastbound on Kier Road 1000 feet west of Ellis Road was struck by a westbound motorist.  The pedestrian was killed.  ,,Keir Rd,Ellis,,,,1,1,Springfield,,,,,,1,,,,,,1,,1,1,,
9/20/2022,A motorist was northbound on Adams Road north of Baypoint Street when they departed the roadway to the right.  The vehicle overturned and came to rest on the driver’s side.  The motorist was killed.  Alcohol and drugs were listed as contributing factors.  ,,Adams Rd,Baypoint Street,,,,1,1,Avon,Rochester Hills,,,,1,,,,,1,,,,1,,,
9/20/2022,A motorist was westbound on Avon Road turning left onto southbound Adams Road when they were struck by a northbound Adams Road motorist.  The northbound motorist disregarded the traffic signal.  The westbound motorist was killed.  ,,Avon Rd,Adams Rd,,,,1,1,Avon,Rochester Hills,,,1,,,,,,,,,,,,,1
10/3/2022,A motorist was westbound on Wattles Road turning northbound onto Kensington Road when they lost control and left the roadway into roadside trees.  The motorist was killed.    ,,Wattles Rd,Kensington Rd,,,,1,1,Bloomfield,,,,1,1,,,,,,,,,,,,
10/15/2022,A pedestrian was walking westbound on 12 Mile Road 70 feet west of Balmoral Way was struck by a eastbound motorist.  The pedestrian was killed.  ,,12 Mile Rd,Balmoral Drive,,,,1,1,Farmington Hills,,,,,,,,,,,,,,,1,,1
10/22/2022,"A motorcyclist was southbound on Harvey Lake Road 800 feet south of Wardlow Road when they struck a deer, lost control and struck a northbound vehicle.  The motorcyclist was killed.    ",,Harvey Lake Rd,Wardlow Rd,,,,1,1,Highland,Highland,,,,,,,1,1,,,,,1,,1,
10/31/2022,A bicyclist was riding northbound on Opdyke Road at Hempstead Road was struck by a northbound motorist.  The bicyclist was killed.  ,,Opdyke Road,Hemstead Rd,,,,1,1,Avon,City of Auburn Hills,1,,,,,,,,,,,,1,1,,
11/14/2022,A motorist was westbound on Pontiac Trail 50 feet east of Willow Lane when they ran off the road and struck a tree. The motorist was killed. The motorist was not wear a seatbelt. Alcohol and drugs were listed as contributing factors.   ,,Pontiac Trail,Willow Lane,,,,1,1,Lyon,,,,,1,,,,,1,,,,,,,
11/16/2022,A motorist was northbound on Novi Road 200 feet north of Genmar when they lost control in icy conditions and went left of center. They were struck by a southbound vehicle. The motorist was killed. ,,Novi Rd,Genmar,,,,1,1,Novi,City of Novi,,,,,,,,1,,,,1,,,,1
11/21/2022,A bicyclist was northbound crossing 12 Mile Road 15 feet west of Stephenson Highway.  They disregarded the traffic control. They were struck by a westbound motorist.  The bicyclist was killed. Alcohol was listed as contributing factor for the motorist. ,,12 Mile Rd,Stephenson Hwy,,,,1,1,Madison Heights,Royal Oak,,,1,,,,,,1,,,,,1,,
11/29/2022,"A motorist was eastbound on Grange Hall Road 1,320 feet east of Perryville Road when they ran off the road and struck a tree. The motorist was killed. ",,Grange Hall Rd,Perryville Rd,,,https://goo.gl/maps/dpXAX8m9m6qdBToa6,1,1,Groveland,Groveland,,,,1,1,,,1,,,,,,,,
1/1/2023,A pedestrian in the southbound lane of Rochester Road 50 feet south of Whims Road  was stuck and killed by a southbound motorist.  Alcohol was listed as contributing factor for the pedestrian.,New,Rochester Rd,,,,,1,1,Oakland,,,,,,,,,,1,,,,1,1,,
1/19/2023,A motorist was northbound on Duck Lake Road was turning left onto westbound Cooley Lake Road.  The northbound motorist turned in front of a eastbound motorist.  The northbound motorist was killed.  ,,Duck Lake Rd,Cooley Lake,,,,1,1,Highland,Highland,,,1,,,,,,,,,,1,,,
1/26/2023,A motorist was traveling northbound on Adams Road south of Silverbell Road crossed over the centerline and struck a southbound vehicle. The northbound motorist was killed. Drugs and alcohol use by the driver was suspected.,,Adams Rd,Dutton Rd,,,,1,1,Oakland,Oaklaand,,,,,,,,1,1,,,1,,,,
1/29/2023,A motorist was traveling southbound on Bogie Lake Road south of Cedar Island Road crossed over the centerline and struck a northbound vehicle. The southbound motorist was killed. Alcohol use by the driver was suspected.  ,,Bogie Lake Rd,Cedar Island Rd,,,,1,1,,,,,,,1,,,1,1,,,,,,,
1/31/2023,"A motorist traveling eastbound on Hatchery Road east of Williams Lake Road may have suffered from an unknown medical emergency crossed left of center and struck a mailbox. The motorist was pronounced dead after being admitted to a local hospital. * Reclassified as PDO, as the fatality was attributed to the medical emergency not the crash.  ",,,,,,,1,0,,,,,,1,,,,1,,1,,,,,,
2/10/2023,"A motorist was driving eastbound on Stony Creek Road approaching Lake George Road at a high rate of speed. The motorist failed to stop at the stop sign, crossed Lake George, left the roadway, and struck a tree.  The motorist was killed.  ",,,,,,,1,1,,,,,1,1,1,,,,,,,,,,,1
2/27/2023,"A motorist traveling westbound on Pontiac Lake Road approximately 500’ west of Oak Pointe Drive may have suffered from an unknown medical emergency drove off the roadway to the right and struck a tree. The motorist was pronounced dead after being admitted to a local hospital.      * Reclassified as PDO, as the fatality was attributed to the medical emergency not the crash.",,Pontiac Lake Rd,Hospital Rd,,,,1,0,Waterford,Waterford,,,,1,,,,,,1,,,,,,1
3/16/2023,A motorist was traveling southbound on Bogie Lake Road between the north and south intersections of Young Road crossed over the centerline side-swiped two northbound vehicle and struck a third head-on. The third northbound motorist was killed. Drug use by the southbound driver was suspected.   ,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,
3/22/2023,"A motorist was driving eastbound on Maple Road approaching Decker Road and failed to stop at the red signal. The eastbound motorist struck a southbound vehicle, which struck a northbound vehicle, which struck a stationary westbound vehicle. The passenger in the right rear seat of the northbound vehicle was killed.",,,,,,,1,1,,,,,1,,1,,,,,,,,1,,,
3/25/2023,A motorist was driving westbound on Predmore Road approaching Rochester Road and failed to stop at the stop sign. The motorist struck a northbound vehicle. The motorist was killed.  ,,,,,,,1,1,,,,,1,,,,,,,,,,,,,
4/4/2023,A motorist was traveling southbound on Middlebelt Road between the north of 12 Mile Road crossed over the centerline stuck three northbound vehicles head-on. The first northbound motorist was ejected from the vehicle and killed. ,,,,,,,1,1,,,,,,,1,,,1,,,,,1,,,
5/29/2023,A southbound motorist was on North Holly Road attempting to turning left onto eastbound Belford Road.  The southbound motorist turned in front of a northbound motorcycle.  The northbound motorist was killed.  ,,,,,,,1,1,,,,,1,,,,,,,,,,,,1,1
6/3/2023,A go cart was driving southbound exiting a private drive onto Hatchery Road and failed to yield to westbound traffic. The go cart was struck by a westbound vehicle. The go cart driver was killed.,,,,,,,1,1,,,,,,,,,,,,,,,,,,
7/5/2023,A pedestrian was attempting to cross from the south to the north side of Maple Road 200 feet east of Lahser Road. The pedestrian was stuck and killed by an eastbound motorist.  ,,,,,,,1,1,,,,,,,,,,,,,,,,1,,
7/7/2023,"A motorist was traveling southbound on Dixie Highway north of Grange Hall Road. They ran off the road to right, over-corrected, crossed over the centerline and struck a northbound vehicle. The southbound motorist was unrestrained, they were ejected from the vehicle and killed. ",,,,,,,1,1,,,,,,,1,,,1,,,,,,,,
7/7/2023,A northbound motorist was attempting to turn left from Livernois Road onto Maple Road. They proceeded though a red signal to complete the turn. They were stuck by a west bound vehicle. The northbound motorist was killed.  ,,,,,,,1,1,,,,,1,,,,,,,,,,,,,
9/6/2023,A motorist was traveling northbound on Southfield Road south of 12 Mile Road. They crossed over the center lane and struck a southbound vehicle. The northbound motorist was killed. ,,,,,,,1,1,,,,,,,,,,1,,,,,,,,
10/1/2023,"A motorist was traveling westbound on Davisburg Road west of Eagle Road at a high rate of speed. They ran off the roadway to the left, struck a tree, and were killed. An eastbound motorist struck debris from the crash that was thrown into the roadway.",,Davisburg Rd,Eagle Rd,,,,1,1,Rose,Rose,,,,1,1,,,,,,,,1,,,
11/25/2023,A motorist was traveling westbound on 14 Mile Road east of John R Road. They crossed over the center lane and struck an eastbound vehicle. The eastbound motorist was killed.,,14 Mile Rd,John R,,,,1,1,,,,,,,,,,1,,,,,,,,1
12/5/2023,A pedestrian was attempting to cross from the west to the east side of Fransworth Road 500 feet south of Union Lake Road. The pedestrian was struck and killed by a northbound motorist.  The pedestrian was not in a marked crosswalk.  ,,Fransworth Rd,Union Lake Rd,,,,1,1,,,,,1,,,,,,,,,,,1,,1
2/12/2024,"A motorist was traveling eastbound on Oak Hill Road west of Dartmouth Road. They went straight across the T intersection, struck a tree, and were killed. The driver was not wearing a seatbelt.",,Oak Hill Rd,Dartmouth Rd,,,,1,1,Independence,Independence,,,1,1,1,,,,,,,,,,,
3/13/2024,"A motorist was traveling eastbound on Cooley Lake Road 150’ east of Long Lane. They ran off the roadway to the left, struck a concrete pillar, rolled over, and were killed. The driver was not wearing a seatbelt. Alcohol was suspected to be involved",,Cooley Lake Rd,Long Ln,,,,1,1,White Lake,White Lake,,,,1,1,,,1,1,,,,1,,,
4/14/2024,A motorist was traveling northbound on Ormond Road 200’ south of Oakguard Drive. They lost control of their motorcycle and were thrown to the ground. They struck their head and were killed. The driver was not wearing a helmet. ,,Ormond Rd,Oakguard Dr,,,,1,1,White Lake,White Lake,,,,,,,,,,,,,,,,
5/8/2024,A motorist was traveling westbound and ran over a ped in the road.,,South Blvd,Sheffield Rd,,,,1,1,Avon,Auburn Hills,,,,,,,,,,,,,,1,,
5/16/2024,A motorist was traveling eastbound on Commerce Rd turning left into Marcello Dr.  They failed to yield the right of way to a motorcycle.,,Sleeth Rd,Marcello Dr,,,,1,1,Commerce,Commerce,,,1,,,,,,,,,,,,1,
6/14/2024,A motorist was travelling northbound on Baldwin Road. They attempted to turn left onto westbound Hummer Lake Road. They struck and killed a southbound motorcyclist. The motorcyclist was not wearing a helmet.,,Baldwin Rd,Hummer Lake Rd,,,,1,1,Brandon,Brandon,,,1,,,,,,,,,,,,1,1
6/16/2024,A motorcyclist was stopped on northbound Wixom Road attempting to turn left on to westbound Stratford Villa Way.  They were struck by northbound vehicle. The driver of the motorcycle was killed. They were not wearing a helmet.,,Wixom Rd,Statford Villa Way,,,,1,1,Commerce,Commerce,,,1,,,,,,,,,,,,1,
7/6/2024,A motorist was travelling eastbound on Long Lake Road. They disregarded the red traffic signal at Rochester Road. They struck a northbound vehicle. A passenger in the eastbound vehicle was killed.,,Rochester Rd,Long Lake Rd,,,,1,1,Troy,Troy,,,1,,,,,,,,,,,,,
7/6/2024,"A motorcyclist was travelling southbound on Sashabaw Road just south of Fowler Drive. They crossed left of center, struck a northbound vehicle, and fell off the motorcycle. They were then struck and killed by another northbound vehicle.",,Sashabaw Rd,Fowler Dr,,,,1,1,Independence,Independence,,,,,,,,1,,,,,,,1,
7/9/2024,A motorist was travelling westbound on Normandale Street. They were attempting to turn onto Lahser Road. They field to yield to a northbound bus. A passenger in the westbound vehicle was killed.,,Lahser Rd,Normandale St,,,,1,1,Southfield,Southfield,,,1,,,,,,,,,,,,,
7/19/2024,A motorist was travelling eastbound on Walton Boulevard 400 feet west of Sashabaw Road. They struck a bicyclist crossing from the north to the south side of the road. The bicyclist was killed. The bicyclist was not wearing a helmet.   ,,Walton Blvd,Sashabaw Rd,,,,1,1,Waterford,Waterford,,,1,,,,,,,,,,1,1,,
7/19/2024,"A motorist was travelling westbound on White Lake Road 400 feet west of Ormond Road. They crossed left of center, went off the road, and struck a road sign, a fence, and group of trees. The driver was killed.",,White Lake Road,Ormaond Rd,,,,1,1,White Lake,White Lake,,,,1,,,,1,,1,,,,,,1
8/1/2024,A volunteer fire fighter was travelling northbound on Crooks Road with emergency lights and siren on. The proceed through the red traffic signal at Maple Road. They struck a westbound vehicle. A passenger in the westbound vehicle was killed.,,Crooks Rd,Maple Rd,,,,1,1,Troy,Troy,,,1,,,,,,,,,,,,,
8/27/2024,A motorcyclist was traveling southbound on John R Road. They struck stopped southbound vehicle waiting at the signal to turn left onto Niagara Drive. The driver of the motorcycle was killed.,,John R Rd,Niagara Drive,,,,1,1,Troy,Troy,,,1,,,,,,,,,,,,1,1
9/1/2024,A motorist was travelling southbound at the first turn around on Long Lake Road west of Livernois Road. They were attempting to cross eastbound Long Lake Road and enter the parking lot to the south. They field to yield to and were stuck by an eastbound vehicle. The southbound driver was killed.,,Long Lake Rd,Livernois Rd,,,,1,1,Troy,Troy,,,1,,,,,,,,,,,,,1
9/7/2024,A pedestrian was attempting to cross from the northside to the southside of Maple Road 30’ west of Langford Street. They were struck and killed by an eastbound vehicle. ,,Maple Rd,Langford Rd,,,,1,1,Troy,Troy,,,1,,,,,,,,,,1,1,,
9/19/2024,A motorcyclist was attempting to turn left from southbound Opdyke Road to eastbound Pontiac Road. The signal turned red and they tried to complete the turn and clear the intersection. They were struck by a northbound vehicle that ran the red signal. The driver of the motorcycle was killed. ,,Opdyke Road,Pontiac Rd,,,,1,1,Avon,Auburn Hills,,,1,,,,,,,,,,,,1,1
9/22/2024,"A motorist was traveling southbound on Dequindre Road south of Big Beaver Road at a high rate of speed. They went airborne twice, lost control, skidded sideways and struck a curb. The vehicle rolled over multiple times ejecting and killing the driver. The driver was unrestrained.",,Dequindre Rd,Big Beaver Rd,,,,1,1,Troy,Troy,,,,1,1,,,,,,,,1,,,
9/28/2024,"A motorcyclist was travelling eastbound on Cooley Lake Road just east of Immensee Street. They lost control, crossed left of center, fell off the motorcycle, and were killed. The driver had a blood alcohol level of 0.12.",,Cooley Lake Rd,Immensee St,,,,1,1,Commerce,Commerce,,,,1,1,,,1,1,,,,1,,1,
10/3/2024,A motorist was attempting to leave the scene of a previous crash on Wixom Road just south of Saws Way. Travelling southbound they stuck a driver that had exited their vehicle to inspect the damage from the previous crash. They were dragged by the southbound vehicle for 30 to 40 feet and killed.,,Wixom Rd,Saw Way,,,,1,1,Wixom,Wixom,,,,,1,,,,,,,,,,,1
10/15/2024,"A motorist was travelling southbound on Southfield Road 100 feet north of Northwestern Highway. They lost control, went off the road, and struck a tree. The driver stated they were uninjured, but they were admitted to the hospital for a medical condition. The driver was pronounced dead at the hospital.",,Southfield Rd,Northwestern Hwy,,,,1,1,Southfield,Southfield,,,,1,1,,,,,1,,,,,,1
10/18/2024,An ATV was travelling northbound on Jones Road south of Hatchery Road at a high rate of speed. The driver lost control and struck a tree. The two passengers were ejected from the vehicle. The driver and one of the passengers were killed. None of them were wearing helmets.,,Jones,Hatchery Rd,,"42.672855588552544, -83.40368894487789",,1,2,Waterford,Waterford,,,,1,1,,,,,,,,,,1,
10/29/2024,A motorist was traveling eastbound on Pontiac Trail 300 feet west of Hollingsworth Drive. They ran off the roadway to the right and struck a tree. The two passengers were killed. The driver and passengers were unrestrained. Alcohol was suspected to be involved.,,Pontiac Trail,Hollingsworth Dr,,"42.54916237794155, -83.46417927238855",,1,2,Commerce,Walled Lake,,,,1,1,,,,1,,,,,,,
11/15/2024,"A motorist was traveling northbound on Clarkston Road approximately 400 feet east of Clintonville Road. While travelling around a curve in the road they lost control, went left of center, and struck a tree. The driver was killed. The driver was unrestrained. The driver had a blood alcohol level of 0.10. Drug use was also suspected to be involved.",,Clarkston Rd,Clintonville Rd,,,,1,1,Independence,Independence,,,,1,1,,,,1,,,,,,,
11/20/2024,A motorist was travelling eastbound on Holly Road. They were attempting to turn onto Dixie Highway. They disregarded the stop sign. They were struck and killed by a northbound vehicle. ,,Holly Rd,Dixie Hwy,,,,1,1,Springfield,Sprinfield,,,1,1,,,,,,,,,,,,
12/25/2024,A Snowmobile was traveling westbound on Tucker Road 1000 feet north of Holly Road at a high rate of speed. They lost control of their Snowmobile while travelling around a curve and were thrown to the ground. They were killed. The driver was not wearing a helmet. Alcohol was suspected to be involved.,,Tucker Rd,Holly Rd,,,,1,1,Springfield,Sprinfield,,,,1,1,,,,1,,,,,,1,
12/27/2024,Rochester Rd,,Rochester Rd,Beach Dr,,,,1,1,Oakland,Oakland,,,,,,,,1,,,,,,,,
1/2/2025,A motorist was travelling eastbound on Dutton Road 300 feet east of Bald Mountain Road. They crossed left of center and struck a westbound vehicle. The eastbound driver was killed.,,Dutton Rd,Bald Mountain Rd,,,,1,1,Orion,Orion,,,,,,,,1,,,,,,,,
1/14/2025,"A motorist was travelling eastbound on Long Lake Road 10 feet east of Northfield Parkway. They entered the westbound lanes, accelerated at a high rate of speed, and struck a westbound vehicle. Both drivers were killed.",,Long Lake Rd,Northfield Pkwy,,,,1,2,Troy,Troy,,,,,1,,,1,,,,1,,,,
2/9/2025,"A motorist was travelling southbound on Rochester Road north of Mead Road. They lost control due to icy road conditions, went left of center, and struck a northbound vehicle. The driver of the southbound vehicle was killed.",,Rochester Rd,Mead Rd,,,,1,1,,,,,,,,,,1,,,,1,,,,1
3/9/2025,"A motorist was travelling westbound on Walnut Lake Road east of Halsted Road. The driver may have fallen asleep. They lost control, ran off the road, and struck a tree. The passenger was unrestrained, they were killed.",,Walnut Lake Rd,Halstead Rd,,,,1,1,West Bloomfield,West Bloomfield,,,,1,1,,,,,,,,,,,1
4/28/2025,"A motorist was travelling westbound on Commerce Road east of Hickory Ridge Road. The driver ran off the road, struck a tree, and were killed. They were unrestrained.",,Commerce Road,Hickory Ridge,,,,1,1,Milford,Milford,,,,1,,,,1,,,,,,,,1
4/29/2025,A motorist was attempting to turn left from southbound John R Road into a private drive across from Ajax Drive. They failed to yield and struck a northbound motorcyclist. The motorcyclist was killed.,,John R Rd,Ajax Rd,,,,1,1,Madison Heights,Madison Heights,,,1,,,,,,,,,,,,1,1
5/24/2025,"A motorist was travelling eastbound on E Romeo Road approximately 800 feet east of Rochester Road, rapidly accelerating then departed the right side of the roadway striking a tree.  The motorist was killed.  ",,Romeo,Rochester Rd,,,,1,1,Oakland,Oakland,,,,1,1,,,,,,,,,,,1
5/24/2025,A motorist was travelling southbound on Baldwin Road approximately 100 feet south of Seymour Lake Road. They crossed left of center and struck a northbound vehicle. The southbound driver was killed. They were unrestrained.,,Baldwin Rd,Seymour Lake Rd,,,,1,1,Oxford,Oxford,,,1,,,,,1,,,,,1,,,
6/21/2025,A pedestrian was attempting to cross Cooley Lake Road from the south to the north approximately 100 feet east of Hiller Road. The pedestrian failed to yield to oncoming traffic and was struck by a westbound vehicle. The pedestrian was killed. Alcohol was suspected as a contributing factor with the pedestrian.  ,,Cooley Lake Rd,Hiller Rd,,,,1,1,Waterford,Waterford,,,,,,,,,1,,,,,1,,1
7/5/2025,"A motorist was traveling eastbound on W. Tienken Road, approximately 35 feet east of Bridgestone Drive when they went left of center, corrected into the eastbound lane.  Then went left of center again departing the left side of the roadway striking a tree.  The motorist was killed.  ",,Tienken Rd,Bridgestone Dr,,,,1,1,,,,,,,,,,,,,,,,,,
7/23/2025,A motorist was southbound on Orchard Lake Road approximately 100 feet south of Trestain Drive when they departed the divided roadway to the left crossing over the median striking several piece of construction equipment and three workers in a construction work zone.  One worker was killed.  ,,Orchard Lake Rd,Trestain Dr,,,,1,1,Farmington Hills,Farmington Hills,,,,,,1,,1,,1,,,,,,
7/26/2025,A motorcyclist was traveling southbound on Crooks Road. They disregarded the red traffic signal at Long Lake Road. They struck an eastbound vehicle. The motorcyclist was thrown from the motorcycle and killed.,,Crooks Rd,Long Lake Rd,,,,1,1,Troy,Troy,,,1,,1,,,,,,,,,,1,
8/24/2025,"A motorist was traveling westbound on Pontiac Lake Road at a high rate of speed. Approximately 250 feet west of Williamsbury Drive they went left of center, over corrected, and ran off the road to the right. They struck a mailbox, then a utility pole, rolled, and struck a tree. The motorist was killed.",,Pontiac Lake Rd,Williamsbury Dr,,,,1,1,Waterford,Waterford,,,,1,1,,,,,,,,,,,
9/5/2025,"A motorist was traveling southbound on Airport Road approaching Pontiac Lake Road. They lost control of the vehicle and ran off the road to the right. They struck two utility poles, crossed Pontiac Lake Road, and struck a tree. The motorist was killed.",,Airport Rd,Pontiac Lake Road,,,,1,1,Waterford,Waterford,,,,1,,,,,,,,,,,,1
9/9/2025,"A southbound motorist was attempting to turn onto Silverbell Road from a driveway approximately 150 feet east of Lapeer Road. They failed to yield to westbound traffic and struck a garbage truck. The garbage truck rolled onto its side, struck a utility pole, then a wall. The driver of the garbage truck was killed.",,Silverbell Rd, M-24 (Lapeer Rd),,,,1,1,Orion,Orion,,1,,,,,,,,,,,1,,,
10/1/2025,A motorist was travelling northbound on Cooley Lake Road at a high rate of speed. Approximately 30 feet south of McDougal Drive they crossed left of center and struck a southbound vehicle. The eastbound driver was killed.,,,,,,,1,1,,,,,,,,,,,,,,,,,,
10/1/2025,"A motorist was travelling northbound on South Commerce Road south of Eddie Street. They lost control of the vehicle, ran off the road to the right, and struck a mailbox. The driver was pronounced died at the hospital. It is believed the driver suffered a medical emergency causing the crash.",,Commerce Road,Eddie St,,,,1,1,Commerce,Walled Lake,,,,1,,,,,,1,,,,,,1
10/2/2025,"A motorist was travelling eastbound on South Boulevard 600 feet east of Nichols Road. They went left of center into a ditch, struck a culvert, and overturned. The motorist was killed. They were unrestrained.",,South Blvd,Nichols Rd,,,,1,1,Pontiac,Auburn Hills,,,,1,1,,,1,,,,,,,,
10/8/2025,"A motorist was traveling northbound on Grange Hall Road, they ran the Stop sign at Tripp Road. They were struck by an eastbound vehicle. The northbound driver was killed. They were unrestrained.",,Grange Hall Rd,Tripp Rd/Van Rd,,,,1,1,Groveland,Groveland,,,1,,,,,,,,,,1,,,
10/14/2025,"A motorist was traveling northbound on Opdyke Road just north of Pontiac Road. They stuck a pedestrian who was attempting to cross from the west side of the road to the east side midblock. It was dark, the area is unlit, and the pedestrian was wearing dark clothing. The pedestrian was killed.",,Opdyke Road,Pontiac Rd,,,,1,1,Avon,Auburn Hills,,,,,,,,,,,,,,1,,
10/26/2025,"A motorist was traveling southbound on Milford Road just north of Rowe Road. They struck and killed a bicyclist traveling southbound. It was dark, the area is unlit, and the bicyclist was wearing dark clothing. The bicyclist was not wearing a helmet.",,Milofrd Rd,Rowe Rd,,,,1,1,Highland,Highland,,,,,,,,,,,,,,1,,
10/11/2025,"A motorist was travelling northbound on Barron Road. They ran the stop sign at Groveland Road, continued straight and struck a sign, mailbox, and tree. The driver was pronounced died at the hospital. It is believed the driver suffered a medical emergency causing the crash.",,Barron Rd,Groveland Rd,,,,1,1,,,,,1,,,,,,,1,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
